"","LNCaP_EV_Normoxia_rep1","LNCaP_EV_Normoxia_rep2","LNCaP_OC2_overexpress_Normoxia_rep1","LNCaP_OC2_overexpress_Normoxia_rep2","LNCaP_EV_Hypoxia_rep1","LNCaP_EV_Hypoxia_rep2","LNCaP_OC2_overexpress_Hypoxia_rep1","LNCaP_OC2_overexpress_Hypoxia_rep2","PC3_siCtrl_Normoxia_rep1","PC3_siCtrl_Normoxia_rep2","PC3_siOC2_Normoxia_siRNA1","PC3_siOC2_Normoxia_siRNA2","PC3_siCtrl_Hypoxia_rep1","PC3_siCtrl_Hypoxia_rep2","PC3_siOC2_Hypoxia_siRNA1","PC3_siOC2_Hypoxia_siRNA2"
"MMRN1",0,1,0,1,0,0,0,2,471,1334,770,750,1304,407,117,765
"NCBP2",7939,8447,5420,6811,6963,7871,9153,5992,948,2630,2044,3675,2128,766,336,3692
"ZP1",22,23,7,19,5,6,21,12,1,3,2,5,7,2,1,1
"MAPRE1",5954,6465,3618,5387,5070,6328,5764,4145,2151,5762,4952,5598,6104,1901,1137,6017
"KIFAP3",1136,1420,588,1055,888,1052,1376,795,28,136,102,72,109,43,13,61
"MSRB2",893,1277,496,709,588,686,964,590,153,360,243,284,226,89,18,271
"MAPRE3",818,1272,538,930,1334,1445,1308,1014,97,283,504,354,237,74,101,288
"ATF6",3168,3564,1541,2505,2347,2672,3115,1931,1295,3432,5751,3559,3158,1172,1196,3861
"HABP4",642,875,501,680,532,656,713,519,32,102,94,107,40,12,11,62
"SEPHS2",7074,8044,6005,7912,6074,7403,7679,5686,552,1535,2492,2026,1399,427,478,2280
"SEPHS1",3096,3394,2004,2885,3517,4180,3825,2942,395,1085,1148,1152,850,319,279,1147
"RAB3GAP1",3282,3919,1927,2795,3101,3519,2761,2009,372,1036,1508,1039,1211,364,430,1112
"RAB18",8893,9349,6287,8750,10151,12183,10180,7235,597,1712,2050,1814,2031,628,533,2149
"POMZP3",966,1033,676,897,756,938,895,559,53,157,174,111,126,39,29,109
"SIRT2",1189,1922,854,1336,1425,1565,1466,1072,207,534,824,552,423,132,159,437
"RPIA",1018,1444,597,783,882,1057,824,537,273,759,883,485,587,179,129,481
"ELL2",7745,7608,4865,8537,15289,19883,10997,9162,461,1159,2128,1487,1910,667,972,2266
"SCAP",2051,3485,1124,1885,1985,2265,2063,1425,376,964,1213,1233,637,256,279,1115
"SNW1",6843,8275,4529,5954,6102,7137,6572,4384,186,496,727,336,520,160,173,309
"SHANK2",1069,1247,727,1089,876,923,1627,983,31,120,141,153,118,27,29,131
"DKK1",1,0,0,0,0,1,0,0,849,2277,5023,1934,1044,338,920,1409
"KIN",944,959,531,810,770,821,904,648,46,153,259,162,135,36,44,169
"CCT5",19407,22580,11405,15003,14895,18110,12768,9794,4925,12708,10886,11770,11577,3685,2379,11533
"PTGR1",3002,3556,2497,3530,2982,3421,3176,2325,343,842,942,574,956,297,271,565
"SLC4A1AP",2557,3092,1478,2213,2266,2517,2264,1649,140,417,615,421,271,84,109,294
"P2RX2",36,58,152,270,90,96,258,123,2,5,0,6,0,1,0,2
"TRIM32",590,923,357,629,795,776,722,527,208,529,504,407,568,183,116,437
"SCMH1",2559,3127,1419,2225,2393,2596,2894,1830,199,651,545,535,464,151,106,435
"LAMB2P1",10,31,9,17,17,22,22,20,0,6,5,6,4,2,1,19
"TPX2",6277,6183,2577,3996,5240,6421,4030,3027,4619,12315,7417,6025,11885,3983,1519,6528
"PAXIP1",2251,2450,1156,1812,2537,3045,2163,1810,168,523,769,488,471,173,168,479
"AKR7A3",9,24,14,7,19,25,27,16,4,14,13,3,13,5,0,9
"NT5C2",5065,5071,2459,3716,2901,3449,3883,2386,264,683,1752,798,658,209,720,857
"EFR3B",31,92,310,420,42,53,986,571,110,234,340,324,224,104,70,269
"TCF25",3096,3853,2060,2683,3306,3676,3486,2268,230,560,717,583,499,144,135,581
"NINL",175,217,90,120,165,148,182,115,68,120,212,151,98,47,62,155
"DIP2C",617,702,447,643,792,1017,1286,940,32,91,107,133,110,39,32,129
"MAST1",203,326,183,317,490,480,521,370,27,64,87,83,64,18,4,70
"PDCD11",4250,5236,2281,3102,2747,3602,2782,1934,116,304,226,280,137,52,25,205
"ACIN1",10813,13889,8471,10809,12006,13910,13843,10126,884,2389,2845,1944,2178,694,658,1773
"SORCS3",1,0,0,0,1,0,2,1,0,2,1,4,1,0,0,8
"SV2C",261,272,164,226,53,84,94,48,0,1,5,3,2,1,0,3
"MYH15",118,142,57,99,88,113,61,33,43,112,81,199,322,69,261,291
"PCNX1",2054,2359,1395,1984,2559,2841,3303,2399,3724,10050,14345,9738,11324,3671,7525,11657
"KDM2A",5651,6895,4057,5811,8824,10081,8632,6536,1585,4103,4835,4021,5836,1977,1963,5503
"HMGXB3",2888,3367,1816,2610,4460,5683,3079,2646,439,1125,2605,1663,995,356,657,1429
"CEP131",756,1257,662,746,1014,1159,1178,796,61,139,129,100,75,24,13,51
"CEP152",620,675,293,497,602,658,474,356,259,766,718,565,788,254,147,515
"TTC39A",604,709,362,642,607,754,716,442,42,168,214,247,96,38,20,172
"IGSF9B",300,357,239,340,272,349,358,209,30,72,51,35,28,10,2,31
"LIMCH1",49875,52584,39093,58987,63140,69891,88404,56221,82,215,160,307,299,87,71,474
"RIMS1",3131,3429,1824,2464,1875,2194,2266,1586,31,57,82,63,84,27,21,81
"WDFY3",2008,2248,1180,1908,2329,2763,2680,2073,649,1774,2191,1697,2013,643,698,1933
"DAAM1",2174,2176,1172,1988,2838,3246,3308,2166,790,2093,1336,1536,2284,709,335,1422
"MAPKBP1",496,648,302,481,535,502,536,369,125,305,320,289,201,74,95,198
"PLCH1",171,192,57,105,247,276,133,132,84,235,140,131,152,37,21,112
"KLHDC10",1982,2340,1399,1963,2170,2552,2568,1766,405,1130,2233,723,1134,382,605,705
"RAB21",4110,4553,2523,3491,3149,3517,3778,2420,385,1032,1288,2051,1207,361,292,2420
"STK38L",1923,2088,1051,1719,2518,3010,3989,2723,817,2171,7145,2833,2290,800,2504,3525
"SPEN",3513,4214,2202,3217,3947,4545,4448,3528,146,432,341,397,339,75,126,314
"FBXO21",2184,2699,1185,1789,1977,2406,2809,1915,345,886,1421,1381,1067,333,390,1375
"GOLGA8A",3672,4346,2413,3340,7645,8096,10237,6680,179,476,440,431,870,246,209,825
"EXOSC7",945,1457,539,814,924,1003,857,523,108,291,279,323,227,77,49,293
"FAIM2",12,17,4,21,6,11,12,7,1,1,1,2,0,0,0,3
"CNOT1",13088,14275,6562,10654,13434,15659,12757,9482,3275,9002,9692,7055,11205,3537,3300,8942
"SNRNP200",10982,12643,7168,10423,11429,13212,12555,8983,682,2043,2361,1827,1546,498,561,1519
"PALLD",1373,1529,836,1291,2031,2274,1797,1545,310,934,2290,362,1241,337,848,419
"TMCC1",1307,1409,753,1103,1495,1717,1859,1149,190,493,887,656,859,280,388,987
"PDZRN3",515,731,248,443,660,802,488,320,11,21,24,26,14,2,7,15
"UNC13A",206,346,193,216,141,123,316,156,10,33,183,27,15,4,10,13
"MYO16",4,1,1,3,4,0,3,0,1,2,9,8,3,2,5,4
"KDM1A",3590,3944,1475,2591,4435,5393,4919,3627,641,1698,1492,1494,1556,536,441,1674
"RBM34",4563,4469,2646,3720,3603,4236,4659,3183,294,732,992,773,661,221,146,822
"KDM4B",2067,2753,1501,2155,6534,7776,5830,4246,140,336,374,315,659,243,160,613
"MAST3",855,1110,711,1032,1062,1071,1073,766,110,219,263,349,197,71,34,326
"USP33",3393,3234,1768,2744,3135,3894,3934,2855,536,1460,1835,1539,1805,558,548,1771
"DOP1A",1326,1273,674,1067,1443,1613,1585,1206,176,446,976,434,467,169,239,445
"SAMD4A",72,107,65,88,164,141,192,122,857,2093,3977,1594,5459,1744,2195,3819
"PHLPP2",936,913,496,860,1080,1351,1109,813,467,1237,2394,532,1065,392,718,495
"ZNF292",1204,1202,642,1058,2990,3359,3126,2264,336,976,1416,973,1675,484,443,2233
"PDZD2",130,125,130,238,92,103,334,208,210,586,451,735,445,135,228,663
"WDTC1",1188,2163,869,1181,1922,2015,2660,1580,301,801,1514,836,1145,416,409,1036
"XPO7",6825,7639,3682,5638,6379,7504,6495,4564,604,1719,2182,1516,1395,477,597,1277
"MON2",3063,3126,1775,2891,2924,3482,3284,2342,338,996,1380,952,968,352,284,845
"PDXDC1",9560,10715,5866,8821,8256,9327,9941,6602,475,1203,3916,1461,1214,386,999,1260
"TNIK",624,619,438,602,546,537,701,556,200,604,323,425,705,200,86,550
"KIF21B",28,34,50,84,38,81,71,46,75,211,453,149,63,22,21,78
"PDS5B",4895,5212,2902,4489,10427,12709,6713,6312,804,2548,1980,1323,2622,771,685,1340
"FNBP1",2021,2736,1710,2560,2024,2094,2544,1742,323,911,883,615,1351,458,398,885
"SMG1",4597,4917,3086,4601,4580,5482,5458,4114,646,1936,2097,1691,2003,704,537,1880
"ZHX3",2197,2994,1409,2102,2300,2720,1983,1609,142,407,466,511,346,98,150,389
"ENDOD1",21602,22416,11064,15496,21892,26467,20272,13581,545,1316,423,554,782,266,44,371
"ZSWIM8",2197,2855,1545,2565,4348,4757,3626,2802,1260,3577,6312,3881,3548,1250,1407,3590
"NCOA6",4316,5148,2440,3822,6587,7212,6257,4600,791,2532,2250,1231,2454,739,718,1367
"NMNAT2",1121,1468,940,1465,969,1174,1900,1204,111,354,238,411,305,111,42,451
"CLUAP1",1512,1861,861,1369,1309,1545,1705,1193,72,137,147,210,71,21,12,137
"ZNF609",3771,4575,2714,3893,4425,4990,6116,4326,295,847,1162,940,852,239,237,938
"TBC1D9B",4710,6305,2985,4478,7160,8133,6731,5192,458,1118,1132,633,1708,627,347,740
"GGA2",2103,2372,1055,1866,2708,3112,3050,2174,523,1291,1315,1314,1846,649,451,1693
"WAPL",2193,2336,1576,2399,2122,2530,3489,2552,124,335,527,296,351,123,115,269
"SETX",4197,4262,2492,3905,3994,4752,5292,3541,629,1787,2067,1642,1787,536,473,1706
"EMC1",1994,2441,1284,1753,1799,1924,1960,1285,320,916,526,806,1066,346,102,886
"CAND2",26,23,16,19,10,15,8,13,20,61,72,111,32,13,7,71
"SETD1B",1783,2238,1953,2560,1990,2229,2752,2029,151,354,331,287,168,66,26,137
"CMTR1",1529,1806,882,1313,1531,1846,1661,1149,509,1286,1824,1149,846,316,316,827
"ERP44",6099,6564,3706,5354,3599,4496,4950,3154,587,1651,4017,1676,2061,782,738,1792
"HECW1",0,2,4,5,1,5,15,9,6,23,19,12,8,3,2,6
"BLTP3B",2284,2193,1238,1941,2562,3138,2370,1811,407,1150,1649,661,1391,411,519,706
"SWAP70",549,637,341,496,510,548,638,453,212,592,1290,382,730,213,496,392
"RRP1B",2147,2310,1199,1709,2377,2921,1994,1491,810,2228,2815,1147,1773,591,491,1099
"MYCBP2",9296,9999,4902,7772,7565,9884,7128,5658,205,664,503,512,601,180,157,575
"VWA8",2355,2269,1208,1871,1684,2163,1457,1219,197,547,570,514,441,123,90,478
"AVL9",3584,4341,2143,3276,4047,4521,5010,3369,549,1377,2780,2024,1515,551,713,2094
"KDM4C",1672,1995,1040,1304,2513,2835,2661,1669,238,619,1220,584,1153,432,310,876
"PPRC1",2324,3483,1246,2090,2358,2648,1919,1550,349,1044,1110,891,615,233,191,840
"ERC1",2140,2488,1308,1969,2318,2680,2759,2046,233,659,650,513,813,266,179,583
"EXPH5",891,893,469,765,601,656,920,694,902,2410,2165,1665,1626,476,354,1329
"TRIM35",773,918,412,681,932,1019,772,650,145,392,403,361,263,93,74,315
"PEG10",793,879,1096,1442,1611,1932,2137,1873,1817,5267,2946,4565,6184,2010,653,5838
"ZNF423",16,32,41,61,18,23,175,78,0,10,4,9,4,2,5,11
"ZC3H13",8601,9666,5045,7261,9077,10497,8885,6400,107,302,336,162,240,79,62,155
"ARHGAP26",1224,1611,762,1249,1032,1128,1788,1085,173,546,398,568,463,124,82,527
"TTLL5",2725,3325,1553,2252,2802,3170,2999,2197,393,1209,1879,963,1338,463,502,1056
"SIPA1L3",1906,2514,1242,1814,1953,2115,2018,1488,244,629,821,950,528,166,244,1019
"KIF1B",5065,5516,2989,4486,5209,6260,7284,5160,716,1872,1996,1610,2075,671,529,1702
"IQSEC2",988,1448,830,1345,1182,1258,2182,1420,126,378,516,237,225,72,117,186
"CDK19",9504,10146,4656,7773,12027,13281,10254,7406,131,424,1115,353,536,197,373,401
"SARM1",1609,2264,891,1385,1248,1509,1614,1048,115,291,384,297,136,52,58,268
"ZBTB43",1555,1802,815,1271,1392,1603,1480,931,68,166,246,203,177,41,46,165
"MCF2L2",43,64,46,48,51,50,106,44,67,208,426,390,361,121,86,484
"TBC1D2B",805,1022,503,787,738,818,1333,894,142,388,333,249,294,90,52,270
"FSTL4",2,27,43,66,26,17,189,118,3,5,2,42,3,3,1,43
"MRPS27",5895,7937,2698,4537,3908,4438,3598,2597,712,1832,1849,1774,1337,527,248,1419
"RAP1GAP2",2558,3080,1313,1919,2236,2707,2192,1500,109,279,769,1004,358,144,213,1083
"DDN",31,38,86,109,36,54,57,55,19,42,49,87,30,10,17,136
"SPART",267,394,227,283,258,313,450,327,1569,4492,5135,3419,4961,1423,1321,3623
"TNRC6B",3183,3453,2227,3413,2990,3515,3428,3003,1061,2936,2125,1959,2698,855,773,2209
"CUL9",873,1125,556,802,1389,1474,1329,920,135,397,466,322,248,94,51,217
"NFASC",380,553,365,557,265,326,867,463,94,266,538,492,249,99,105,500
"TOGARAM1",1195,1317,634,1103,1478,1783,1631,1169,277,701,883,818,845,269,277,971
"NPIPB3",583,786,365,627,581,727,723,470,62,175,171,142,122,41,39,121
"TAB2",3712,3878,1943,3177,4951,5362,4897,3442,849,2443,3943,2460,3177,974,1244,2895
"HIC2",131,202,259,454,123,168,416,218,41,107,137,75,85,26,39,54
"ATP10B",6,7,4,3,1,2,9,1,1,0,3,9,1,0,0,7
"CLASP2",1982,2210,947,1472,1657,2049,1579,1257,421,1087,1250,1021,1105,335,299,908
"CAMTA2",1751,2710,1112,1891,2806,3129,2173,1691,188,480,773,535,403,170,142,546
"POGZ",4494,5063,2511,4164,5750,6249,6767,4779,1123,3548,3831,1793,3482,1245,1003,1813
"COLGALT2",74,122,32,74,40,73,78,41,24,60,51,70,44,14,13,67
"PLXND1",73,81,220,240,238,234,467,294,66,198,225,194,140,60,43,184
"ATG2A",612,847,408,642,682,812,753,553,151,395,656,503,357,122,157,378
"GPATCH8",1567,1801,887,1418,2090,2273,2046,1514,619,1768,2668,1799,1919,617,1022,2089
"RAD54L2",980,1306,596,912,1322,1457,1462,1075,98,271,424,372,167,64,56,276
"PHF8",3427,4228,1994,3326,3990,4702,4152,3121,221,593,916,585,458,158,305,595
"KDM6B",6736,9715,7288,10140,14417,14424,20674,14273,115,258,557,291,341,110,106,349
"EPB41L3",161,154,89,163,64,101,81,48,229,806,1104,621,828,268,431,621
